"","p_value"
"prox1os",1
"proz",1
"prpf18",0.948767165720186
"prpf19",0.464155902004454
"prpf3",0.955859939759036
"prpf31",1
"prpf38a",1
"prpf38b",0.177065420560748
"prpf39",1
"prpf4",0.98193247311828
"prpf40a",1
"prpf40b",0.901900289482149
"prpf4b",1
"prpf6",0.858992372881356
"prpf8",1
"prps1",1
"prps1l3",1
"prps2",0.848067374250115
"prpsap1",0.896478507164279
"prpsap2",1
"prr12",0.918328909405655
"prr13",1
"prr14",0.950660922453117
"prr14l",0.887463449254791
"prr16",0.977939299955693
"prr3",1
"prr5",0.914556615017878
"prrc1",0.961130908191042
"prrc2a",1
"prrc2b",1
"prrc2c",0.663567632850242
"prrg2",1
"prss36",1
"prss8",1
"prune",1
"psap",0
"psd3",1
"psen1",1
"psen2",1
"psenen",1
"psip1",0.850251133272892
"pskh1",1
"psma1",0.96672705078125
"psma2",1
"psma3",1
"psma4",1
"psma5",0.997936012485369
"psma6",1
"psma7",1
"psmb1",1
"psmb10",1
"psmb2",1
"psmb3",1
"psmb4",1
"psmb5",1
"psmb6",1
"psmb7",1
"psmb8",1
"psmb9",1
"psmc1",0.527324055666004
"psmc2",1
"psmc3",0.871573152337858
"psmc4",1
"psmc5",0.939594332196274
"psmc6",0.733393548387097
"psmd1",0.861181818181818
"psmd10",0.979175280404662
"psmd11",1
"psmd12",1
"psmd13",0.966955401860243
"psmd14",1
"psmd2",1
"psmd3",0.614609308885755
"psmd4",0.903615287428932
"psmd5",0.996369315935152
"psmd6",1
"psmd7",1
"psmd8",1
"psmd9",1
"psme1",1
"psme2",1
"psme2b",1
"psme3",1
"psme4",0.916561651917404
"psmf1",0.873120269763957
"psmg1",0.93402963362069
"psmg2",0.970232774674115
"psmg3",0.934351112302332
"psmg4",0.821561078794289
"pspc1",0.916561651917404
"psph",1
"pstk",0.918328909405655
"ptbp1",0.896006854009596
"ptbp2",0.896478507164279
"ptbp3",1
"ptcd1",1
"ptcd2",1
"ptcd3",0.770498184458969
"ptch1",1
"ptdss1",0.739436253252385
"ptdss2",0.81100594530321
"pten",1
"pter",1
"ptgds",1
"ptges2",0.861522340846184
"ptges3",1
"ptgfrn",1
"ptgr1",0.752198511166253
"ptgr2",0.858992372881356
"ptk2",1
"ptk2b",0.798927710843373
"ptma",1
"ptms",0.769025830258303
"ptov1",0.935417667467307
"ptp4a1",0.770498184458969
"ptp4a2",0.627350993377483
"ptp4a3",1
"ptpn1",1
"ptpn11",0.983742274542779
"ptpn12",0.859734453781513
"ptpn2",0.271627240143369
"ptpn21",0.730062030075188
"ptpn23",0.979175280404662
"ptpn3",1
"ptpn4",0.960721849366145
"ptpn6",0
"ptpn9",1
"ptpra",1
"ptprd",0.177065420560748
"ptprf",0.851600356030263
"ptprg",0.797588681849551
"ptprj",0.835717886572952
"ptprk",1
"ptrh2",1
"ptrhd1",1
"pts",1
"pttg1",1
"pttg1ip",1
"puf60",1
"pum1",1
"pum2",0.861522340846184
"pum3",0.390639175257732
"pura",1
"purb",1
"pus1",0.958633599202393
"pus10",1
"pus7",0.882987889908257
"pus7l",0.935417667467307
"pusl1",0.970232774674115
"pvr",0.905831729276622
"pvrl1",1
"pvrl2",0.602827272727273
"pvrl3",0.919022388059701
"pvt1",0.908610767326733
"pwp1",0.851600356030263
"pwp2",0.820216996258685
"pwwp2a",0.983742274542779
"pxdc1",1
"pxk",0.81100594530321
"pxmp2",1
"pxmp4",0.988960953555281
"pxn",1
"pxylp1",0.813085243974133
"pycard",1
"pycr2",1
"pycrl",1
"pygl",0.336319526627219
"pygo2",0.413868932038835
"pym1",1
"pyroxd1",1
"pyroxd2",0.927244432224361
"pyurf",1
"pzp",0
"qars",1
"qdpr",1
"qk",0.271627240143369
"qpct",0.816548827059465
"qpctl",1
"qprt",1
"qrich1",0.851600356030263
"qrsl1",1
"qser1",1
"qsox1",0.177065420560748
"qsox2",1
"qtrtd1",0.741715744680851
"r3hcc1",0.919241748942172
"r3hcc1l",0.973779981965735
"r3hdm1",0.810152718387294
"r3hdm2",0.917894400928344
"r3hdm4",1
"rp23-198f11.3",0.996369315935152
"rp23-218k15.3",0.991896915584416
"rp23-300e17.1",0.105843575418994
"rp23-306p12.2",0.908610767326733
"rp23-366o14.5",0.86047068538398
"rp23-465d7.3",0.816168868466399
"rp23-60p18.10",1
"rab10",1
"rab10os",0.991896915584416
"rab11a",1
"rab11b",1
"rab11fip1",1
"rab11fip2",0.983742274542779
"rab11fip3",1
"rab11fip4",0.861181818181818
"rab12",0.981022653721683
"rab13",1
"rab14",1
"rab17",0.233901234567901
"rab18",0.939594332196274
"rab1a",1
"rab1b",1
"rab20",0.881209302325581
"rab21",0.741715744680851
"rab22a",1
"rab23",1
"rab24",0.770498184458969
"rab26os",1
"rab28",0.887463449254791
"rab29",1
"rab2a",1
"rab2b",0.892673699015471
"rab30",1
"rab32",0.559170138888889
"rab33b",0.177065420560748
"rab34",1
"rab35",0.816548827059465
"rab3a",1
"rab3d",1
"rab3gap1",0.988452712533777
"rab3gap2",0.816548827059465
"rab3ip",1
"rab40c",0.871414334994251
"rab4a",0.977939299955693
"rab5a",1
"rab5b",0.938765765765766
"rab5c",0.754146222583266
"rab6a",1
"rab7",0.910976262933658
"rab8a",0.896478507164279
"rab9",1
"rabac1",1
"rabep1",1
"rabep2",0.799831134564644
"rabepk",0.909967980295566
"rabgap1",0.916561651917404
"rabgap1l",0.966955401860243
"rabgef1",0.933704847007853
"rabggta",0.995173895742141
"rabggtb",1
"rabif",0.896478507164279
"rabl2",1
"rabl3",0.948767165720186
"rabl6",1
"rac1",0.882987889908257
"rad1",1
"rad17",0.882987889908257
"rad21",0.850251133272892
"rad23a",0.914556615017878
"rad23b",0.949237218813906
"rad50",1
"rad51d",0.861522340846184
"rad52",1
"rad54l2",1
"rad9a",0.336319526627219
"rae1",0.881209302325581
"raf1",0.623736625514403
"rai1",1
"rai14",1
"rala",1
"ralb",0.857100387763895
"ralbp1",1
"ralgapa1",0.84403981042654
"ralgapa2",0.993963155786944
"ralgapb",1
"ralgps1",1
"ralgps2",0.949237218813906
"raly",0.983742274542779
"ran",1
"ranbp1",1
"ranbp10",0.804702061211743
"ranbp2",0.627350993377483
"ranbp3",1
"ranbp6",0.770498184458969
"ranbp9",1
"rangap1",0.896478507164279
"rangrf",1
"rap1a",0.909967980295566
"rap1b",1
"rap1gap",0.857100387763895
"rap1gds1",0.972143671607754
"rap2a",0.464155902004454
"rap2c",0.950435956200662
"rapgef1",0.588385093167702
"rapgef2",1
"rapgef4",0.614609308885755
"rapgef6",1
"raph1",1
"rara",1
"rarres1",1
"rarres2",1
"rars",0.935417667467307
"rars2",0.950435956200662
"rasa1",0.998127138413686
"rasal2",1
"rasgef1b",1
"rasgrp2",0.916561651917404
"rassf3",1
"rassf5",0.988960953555281
"rassf6",1
"rassf7",1
"rassf8",0.939594332196274
"raver1",0.903615287428932
"rb1",1
"rb1cc1",0.81100594530321
"rbak",1
"rbbp4",0.799831134564644
"rbbp5",0.966955401860243
"rbbp6",0.966955401860243
"rbbp7",1
"rbbp8",0.614609308885755
"rbbp9",0.715308163265306
"rbck1",1
"rbfa",0.805964241676942
"rbfox2",1
"rbks",1
"rbl2",1
"rbm10",0.484759061833689
"rbm12",1
"rbm12b1",0.821561078794289
"rbm12b2",0.921353828954723
"rbm14",1
"rbm15",0.996369315935152
"rbm15b",1
"rbm17",0.919241748942172
"rbm18",1
"rbm19",1
"rbm22",1
"rbm25",1
"rbm26",1
"rbm27",0.995173895742141
"rbm28",0.609374269005848
"rbm3",1
"rbm33",1
"rbm34",0.105843575418994
"rbm39",1
"rbm4",0.303621794871795
"rbm42",0.735118165784832
"rbm45",0.87529955290611
"rbm47",1
"rbm48",0.813085243974133
"rbm4b",1
"rbm5",1
"rbm6",0.858992372881356
"rbm7",1
"rbm8a",1
"rbm8a2",0.885327102803738
"rbms1",0.825427985648385
"rbms2",1
"rbmx",0.957012253063266
"rbmx2",1
"rbmxl1",0.983742274542779
"rbp1",1
"rbp4",0.507830927835052
"rbpj",1
"rbpms",0.801561538461539
"rbpms2",0.825427985648385
"rbsn",1
"rbx1",1
"rc3h1",1
"rc3h2",0.905831729276622
"rcan1",0
"rcbtb1",0.98193247311828
"rcbtb2",1
"rcc1",1
"rcc2",1
"rce1",1
"rchy1",0.896006854009596
"rcl1",1
"rcn2",0.730062030075188
"rcor1",0.850251133272892
"rcor3",0.827084263959391
"rdh10",0.896006854009596
"rdh11",0.861522340846184
"rdh13",1
"rdh14",1
"rdh16",0.627350993377483
"rdh5",0.918328909405655
"rdh7",0.798927710843373
"rdm1",0.844389972144847
"rdx",0.858971770744226
"recql",1
"recql5",1
"reep3",0.917894400928344
"reep5",1
"reep6",0.271627240143369
"rel",1
"rela",0.918328909405655
"rell1",1
"repin1",0.980675946063506
"reps1",0.905831729276622
"reps2",1
"rer1",1
"rere",0.87529955290611
"rest",0.972143671607754
"retsat",0
"rev1",0.961536338999754
"rev3l",0.93402963362069
"rexo1",0.917894400928344
"rexo2",1
"rexo4",0.934351112302332
"rfc1",1
"rfc2",1
"rfc3",1
"rfc4",0.810152718387294
"rfc5",1
"rfesd",1
"rffl",1
"rfk",0.998127138413686
"rfng",0
"rft1",0.835717886572952
"rfwd2",0.973779981965735
"rfwd3",1
"rfx1",0.858971770744226
"rfx5",0.81100594530321
"rfx7",0.955859939759036
"rfxank",0.883134741442098
"rfxap",0.484759061833689
"rgl2",0.853274158285964
"rgl3",0.844389972144847
"rgn",0
"rgp1",0.858971770744226
"rgs16",1
"rgs3",0.637252263906856
"rhbdd1",0.979099823321555
"rhbdd2",0.919241748942172
"rhbdd3",0.527324055666004
"rhbdf2",0.993121635296499
"rhbg",0.627350993377483
"rheb",1
"rhno1",1
"rhoa",0.900440349175558
"rhob",1
"rhobtb1",1
"rhobtb2",0.695641468682505
"rhobtb3",0.851505617977528
"rhoc",1
"rhod",1
"rhog",0.57028093645485
"rhoq",1
"rhot1",1
"rhot2",0.899826400262037
"rhou",1
"rhpn2",0.752198511166253
"ric1",1
"ric8",0.105843575418994
"ric8b",1
"rictor",0.903615287428932
"rif1",1
"rilp",1
"rilpl2",0.816548827059465
"rin2",1
"rin3",1
"ring1",1
"rint1",0.938765765765766
"riok1",0.942611617608752
"riok3",1
"ripk1",1
"ripk2",0.975631661794468
"ripk4",1
"rit1",1
"rita1",1
"rlf",0.93402963362069
"rlim",0.919241748942172
"rmdn1",1
"rmdn2",0.741715744680851
"rmdn3",0.5759584
"rmi1",0.816548827059465
"rmnd1",1
"rmnd5a",0.443700234192037
"rmnd5b",0.988960953555281
"rnase4",0.484759061833689
"rnaseh1",0.939594332196274
"rnaseh2a",1
"rnaseh2b",0.991896915584416
"rnaseh2c",1
"rnaset2a",1
"rnaset2b",1
"rnd1",1
"rnd2",1
"rnd3",1
"rnf10",0.804702061211743
"rnf103",0.741715744680851
"rnf11",1
"rnf111",1
"rnf113a2",1
"rnf114",0.917894400928344
"rnf115",0.754146222583266
"rnf121",0.5759584
"rnf123",0.885769450392577
"rnf125",1
"rnf126",0.532191011235955
"rnf128",0.105843575418994
"rnf13",0.996369315935152
"rnf130",1
"rnf135",0.977939299955693
"rnf138",1
"rnf139",0.957012253063266
"rnf14",1
"rnf141",0.770498184458969
"rnf144a",1
"rnf144b",0.303621794871795
"rnf145",0.867585909980431
"rnf146",0.816168868466399
"rnf149",0.769025830258303
"rnf152",1
"rnf166",1
"rnf167",0.271627240143369
"rnf168",1
"rnf169",0.614609308885755
"rnf170",0.722281524926686
"rnf181",0.816548827059465
"rnf185",1
"rnf186",0.850251133272892
"rnf187",0.87529955290611
"rnf19a",0.93402963362069
"rnf19b",0.869894163424124
"rnf2",1
"rnf20",0.748916736753574
"rnf213",0.990818293683347
"rnf214",1
"rnf215",1
"rnf216",1
"rnf217",0.784345467523198
"rnf220",1
"rnf24",0.914556615017878
"rnf25",0.816548827059465
"rnf26",1
"rnf31",0.87529955290611
"rnf34",1
"rnf38",0.905831729276622
"rnf4",0.716366169154229
"rnf40",0.980675946063506
"rnf41",0.885769450392577
"rnf43",1
"rnf44",1
"rnf5",1
"rnf6",0.903615287428932
"rnf7",1
"rnf8",1
"rnft1",1
"rngtt",0.917894400928344
"rnh1",0.896478507164279
"rnmt",0.965637833864249
"rnmtl1",0.484759061833689
"rnpc3",1
"rnpep",1
"rnpepl1",0.903615287428932
"rnps1",0.882987889908257
"robo1",0.754146222583266
"rock1",1
"rock2",0.975631661794468
"rogdi",1
"romo1",1
"ropn1l",1
"ror1",0.87529955290611
"rora",1
"rorc",0.758446757405925
"rp2",1
"rp9",0.896006854009596
"rpa1",1
"rpa2",0.695641468682505
"rpa3",0.986729554486509
"rpain",1
"rpap1",0.965637833864249
"rpap2",1
"rpap3",1
"rpe",1
"rpf1",1
"rpf2",1
"rpgrip1",0.769025830258303
"rpgrip1l",0.969433177570094
"rpia",0.853274158285964
"rpl10",1
"rpl10-ps3",1
"rpl10a",0.961536338999754
"rpl11",1
"rpl12",1
"rpl13",1
"rpl13-ps3",1
"rpl13a",1
"rpl13a-ps1",1
"rpl14",1
"rpl15",1
"rpl17",1
"rpl18",1
"rpl18a",1
"rpl19",1
"rpl21",0.979250109505037
"rpl22",1
"rpl22l1",1
"rpl23",1
"rpl23a",1
"rpl23a-ps3",1
"rpl24",1
"rpl26",1
"rpl27",0.994570459081836
"rpl27-ps3",1
"rpl27a",1
"rpl28",1
"rpl29",1
"rpl3",1
"rpl30",1
"rpl31",1
"rpl32",1
"rpl34",1
"rpl35",1
"rpl35a",1
"rpl36",1
"rpl36-ps3",0.748916736753574
"rpl36a",1
"rpl36al",1
"rpl37",1
"rpl37a",1
"rpl38",1
"rpl39",1
"rpl4",1
"rpl41",1
"rpl5",0.865250393700787
"rpl6",1
"rpl6l",0.979175280404662
"rpl7",1
"rpl7a",0.961130908191042
"rpl7a-ps5",0.827084263959391
"rpl7l1",0.973779981965735
"rpl8",1
"rpl9",1
"rpl9-ps6",1
"rplp0",1
"rplp1",1
"rplp2",1
"rpn1",0.559170138888889
"rpn2",0.464155902004454
"rpp14",1
"rpp21",1
"rpp25l",1
"rpp30",0.821561078794289
"rpp38",0.914556615017878
"rpp40",0.859734453781513
"rprd1a",1
"rprd1b",0.983524460585345
"rprd2",1
"rps10",0.910753827311696
"rps11",1
"rps12",0.816548827059465
"rps12-ps3",1
"rps13",1
"rps14",1
"rps15",1
"rps15a",1
"rps16",1
"rps17",1
"rps18",1
"rps18-ps3",1
"rps19",1
"rps19bp1",1
"rps2",1
"rps2-ps6",1
"rps20",0.829064147190453
"rps21",1
"rps23",1
"rps24",1
"rps25",1
"rps26",1
"rps26-ps1",1
"rps27",1
"rps27a",1
"rps27l",1
"rps27rt",1
"rps28",1
"rps29",1
"rps3",1
"rps3a1",1
"rps4x",1
"rps5",1
"rps6",1
"rps6ka1",0.997936012485369
"rps6ka3",1
"rps6ka4",0.86047068538398
"rps6kb1",0.5759584
"rps6kb2",0.588385093167702
"rps6kc1",1
"rps7",1
"rps8",1
"rps9",1
"rpsa",0.233901234567901
"rptor",0.977939299955693
"rpusd3",1
"rpusd4",1
"rqcd1",1
"rraga",0.912785305630834
"rragc",1
"rras",1
"rras2",1
"rrbp1",1
"rreb1",0.805964241676942
"rrm1",1
"rrm2",0.971701471941122
"rrm2b",0.996369315935152
"rrn3",1
"rrnad1",0.945084957131723
"rrp1",1
"rrp12",0.844389972144847
"rrp15",1
"rrp1b",1
"rrp36",1
"rrp7a",0.303621794871795
"rrp8",0.968400468933177
"rrp9",0.851600356030263
"rrs1",1
"rsad1",0.998703875968992
"rsad2",1
"rsbn1",0.939594332196274
"rsbn1l",0.801883765003159
"rsf1",1
"rsl1d1",0.390639175257732
"rsl24d1",1
"rspry1",0.929738276990185
"rsrc1",1
"rsrc2",0.896478507164279
"rsrp1",0.910976262933658
"rsu1",0.883134741442098
"rtca",0.920949143017701
"rtcb",0.588385093167702
"rtel1",0.87529955290611
"rtf1",0.883134741442098
"rtfdc1",1
"rtkn",1
"rtn3",0.816548827059465
"rtn4",1
"rtn4ip1",0.730062030075188
"rtn4rl1",1
"rtp3",1
"rtp4",1
"rubcn",0.948767165720186
"rufy1",1
"rufy2",0.905831729276622
"rufy3",0.695641468682505
"rundc1",0.905831729276622
"rusc1",1
"rusc2",0.817078167115903
"ruvbl1",1
"ruvbl2",1
"rwdd1",1
"rwdd2b",0.919241748942172
"rwdd3",0.936973145440043
"rwdd4a",0.413868932038835
"rxra",0.663567632850242
"rxrb",1
"rxrg",0.690086092715232
"rybp",1
"ryk",0.703191940615058
"s100a1",1
"s100a10",1
"s100a11",1
"s100a13",0.966955401860243
"s100a16",1
"s100pbp",1
"s1pr1",0.602827272727273
"s1pr2",1
"s1pr5",0.929738276990185
"saa1",1
"saa2",1
"saa3",0.804702061211743
"saa4",1
"saal1",1
"sac3d1",0.853274158285964
"sacm1l",0.829064147190453
"sacs",0.961536338999754
"sae1",0.972143671607754
"safb",1
"safb2",0.801561538461539
"sall1",0
"sall2",0.816548827059465
"samd1",0.105843575418994
"samd4b",0.81100594530321
"samd8",1
"samd9l",0.848974851394604
"samhd1",1
"samm50",0.758446757405925
"sap130",1
"sap18",0.861522340846184
"sap30",0.86047068538398
"sap30bp",1
"sap30l",0.390639175257732
"sar1a",0.816168868466399
"sar1b",1
"saraf",1
"sardh",0
"sardhos",1
"sarnp",0.909967980295566
"sars",0.973779981965735
"sars2",0.918328909405655
"sart1",0.614609308885755
"sart3",0.547176895306859
"sash1",0.850251133272892
"sat1",1
"sat2",1
"sav1",0.979751691032075
"saysd1",1
"sbds",0.976816857206904
"sbf1",0.715308163265306
"sbf2",1
"sbk1",0.827084263959391
"sbno1",1
"sc5d",1
"scaf1",0.914556615017878
"scaf11",0.893367097450227
"scaf4",1
"scaf8",0.896478507164279
"scai",1
"scamp1",1
"scamp2",0.883134741442098
"scamp3",0.816168868466399
"scamp5",0.271627240143369
"scap",0.853274158285964
"scaper",1
"scara5",0.912785305630834
"scarb1",0.973779981965735
"scarb2",1
"scarf1",0.919241748942172
"scd1",0.177065420560748
"scfd1",1
"scfd2",1
"sclt1",0.857100387763895
"scly",1
"scmh1",1
"scnm1",0.925342715231788
"scnn1a",1
"sco1",1
"sco2",0.905831729276622
"scoc",0.748916736753574
"scp2",0
"scpep1",1
"scrib",0.390639175257732
"scrn2",0.966955401860243
"scrn3",0.86047068538398
"scyl1",0.988960953555281
"scyl2",0.878105302187616
"scyl3",1
"sdad1",1
"sdc1",0.993537716821299
"sdc2",1
"sdc4",1
"sdcbp",0.910753827311696
"sdccag3",0.93402963362069
"sdccag8",1
"sde2",1
"sdf2",0.934351112302332
"sdf2l1",1
"sdf4",0.905831729276622
"sdha",0.970232774674115
"sdhaf1",1
"sdhaf2",1
"sdhaf3",0.81100594530321
"sdhaf4",1
"sdhb",1
"sdhc",0.986729554486509
"sdhd",1
"sdr39u1",0.919241748942172
"sdr42e1",0.81100594530321
"sdr9c7",1
"sds",1
"sdsl",1
"sec11a",0.925342715231788
"sec11c",1
"sec13",1
"sec14l1",0.988452712533777
"sec14l2",0.233901234567901
"sec14l4",0.105843575418994
"sec16a",0.798927710843373
"sec16b",0.980675946063506
"sec22a",0.979751691032075
"sec22b",0.663567632850242
"sec22c",0.885327102803738
"sec23a",0.837593464680442
"sec23b",0.892673699015471
"sec23ip",0.5759584
"sec24a",1
"sec24b",0.931095845777899
"sec24c",0.919241748942172
"sec24d",1
"sec31a",0.905831729276622
"sec61a1",0.728692307692308
"sec61a2",1
"sec61b",1
"sec61g",1
"sec62",1
"sec63",0.971701471941122
"secisbp2",0.825020217729394
"secisbp2l",0.957012253063266
"seh1l",0.900440349175558
"sel1l",0.770498184458969
"sel1l3",0.303621794871795
"selenbp1",0.917894400928344
"selenbp2",1
"selk",1
"selo",1
"selt",1
"sema4a",1
"sema4g",0.917894400928344
"senp1",0.997936012485369
"senp2",0.929738276990185
"senp3",0.996369315935152
"senp5",1
"senp6",0.527324055666004
"senp7",1
"sep15",0.752198511166253
"sephs1",0.997936012485369
"sephs2",0.105843575418994
"sepp1",1
"sepsecs",0.805964241676942
"sept10",0.979250109505037
"sept11",1
"sept2",1
"sept7",1
"sept9",0.873120269763957
"sepw1",1
"serbp1",0.896478507164279
"serf1",0.945084957131723
"serf2",1
"sergef",0.801561538461539
"serhl",1
"serinc1",0.739436253252385
"serinc2",0.981022653721683
"serinc3",1
"serinc5",1
"serp1",0.627350993377483
"serpina10",1
"serpina11",1
"serpina12",1
"serpina1a",1
"serpina1b",1
"serpina1c",0
"serpina1d",1
"serpina1e",0.949237218813906
"serpina3c",0.5759584
"serpina3k",0
"serpina3m",0
"serpina3n",1
"serpina6",1
"serpina7",0.303621794871795
"serpina9",0.861522340846184
"serpinb6a",0.934351112302332
"serpinb6b",1
"serpinb9",0.968400468933177
"serpinc1",0.983742274542779
"serpind1",0.914556615017878
"serpine2",1
"serpinf1",0.86047068538398
"serpinf2",0.105843575418994
"serping1",0.924451344607707
"sertad1",0.972143671607754
"sertad2",1
"sertad3",1
"sertm1",0.899826400262037
"sesn1",0.925342715231788
"sesn3",0.871573152337858
"set",0.981022653721683
"setd1a",0.988960953555281
"setd1b",1
"setd2",0.648342205323194
"setd3",0.966955401860243
"setd4",1
"setd5",0.893741241762053
"setd6",0.994570459081836
"setd7",1
"setd8",0.851505617977528
"setdb1",1
"setdb2",0.936973145440043
"setx",0.484759061833689
"sf1",0.79109271054494
"sf3a1",0.923294346978557
"sf3a2",1
"sf3a3",0.798927710843373
"sf3b1",0.813085243974133
"sf3b2",0.966955401860243
"sf3b3",0.741715744680851
"sf3b4",1
"sf3b5",1
"sf3b6",1
"sfi1",0.816548827059465
"sfmbt1",1
"sfpq",0.995173895742141
"sfr1",1
"sfswap",0.914556615017878
"sft2d1",1
"sft2d2",1
"sfxn1",1
"sfxn2",1
"sfxn5",1
"sgce",0.919241748942172
"sgf29",1
"sgk1",1
"sgk2",0.979099823321555
"sgk3",0.919241748942172
"sgms1",0.870491891891892
"sgms2",0.977939299955693
"sgpl1",1
"sgpp1",0.602827272727273
"sgsh",0.716366169154229
"sgsm1",1
"sgsm2",0.969433177570094
"sgsm3",1
"sgta",0.735118165784832
"sh2b1",0.976816857206904
"sh2b3",1
"sh2d3c",0.899826400262037
"sh2d4a",1
"sh3bgrl",0.924451344607707
"sh3bgrl2",1
"sh3bgrl3",1
"sh3bp2",0.988452712533777
"sh3bp5",1
"sh3bp5l",0.735118165784832
"sh3d19",1
"sh3gl1",1
"sh3glb1",1
"sh3glb2",1
"sh3pxd2a",1
"sh3yl1",0.885769450392577
"shank2",1
"sharpin",0.859734453781513
"shb",0.627350993377483
"shc1",0.899826400262037
"shfm1",1
"shisa5",0.921353828954723
"shkbp1",0.801561538461539
"shmt1",1
"shmt2",0.614609308885755
"shoc2",1
"shpk",0.609374269005848
"shprh",0.991896915584416
"shq1",0.464155902004454
"shroom1",1
"shroom2",1
"shroom3",1
"shtn1",1
"siae",1
"siah1a",1
"siah2",0.882987889908257
"sidt2",0.900440349175558
"sigirr",1
"sigmar1",1
"sik1",0.903615287428932
"sik2",0.825020217729394
"sik3",1
"sike1",1
"sil1",0.816548827059465
"simc1",0.975631661794468
"sin3a",0.979175280404662
"sin3b",1
"sipa1l1",1
"sipa1l3",1
"sirpa",1
"sirt1",0.966955401860243
"sirt2",0.996369315935152
"sirt3",0.912785305630834
"sirt4",1
"sirt5",0.887463449254791
"sirt6",0.939594332196274
"sirt7",0.730062030075188
"siva1",1
"skap2",1
"ski",1
"skil",1
"skiv2l",0.758446757405925
"skiv2l2",1
"skp1a",1
"skp2",0.969433177570094
"slain2",0.84421669793621
"slbp",1
"slc10a1",1
"slc10a2",0.810152718387294
"slc10a5",1
"slc10a7",1
"slc11a2",1
"slc12a2",0.991896915584416
"slc12a4",0.804702061211743
"slc12a6",0.983742274542779
"slc12a7",0.983742274542779
"slc12a9",1
"slc13a2",0.859734453781513
"slc13a3",0.366359116022099
"slc15a2",0.443700234192037
"slc15a4",0.957012253063266
"slc16a1",0.997936012485369
"slc16a10",0.105843575418994
"slc16a11",0.532191011235955
"slc16a12",0.893367097450227
"slc16a2",1
"slc16a6",1
"slc16a7",0.835717886572952
"slc17a1",1
"slc17a2",0.983524460585345
"slc17a3",1
"slc17a4",0.716366169154229
"slc17a5",1
"slc17a8",0.991896915584416
"slc17a9",0.903615287428932
"slc18b1",1
"slc19a1",0.939594332196274
"slc19a2",0.413868932038835
"slc1a2",0
"slc1a4",0.896478507164279
"slc20a1",1
"slc20a2",0.983742274542779
"slc22a1",0
"slc22a15",1
"slc22a18",0.532191011235955
"slc22a23",0.834217221135029
"slc22a28",1
"slc22a30",0.303621794871795
"slc22a4",0.925342715231788
"slc22a5",1
"slc22a7",0.810152718387294
"slc23a1",0.873120269763957
"slc23a2",1
"slc25a1",0.949237218813906
"slc25a10",0.912785305630834
"slc25a11",0.914556615017878
"slc25a12",0.968400468933177
"slc25a13",1
"slc25a15",0.769025830258303
"slc25a16",0.923294346978557
"slc25a17",1
"slc25a19",1
"slc25a20",0.910753827311696
"slc25a21",0.816548827059465
"slc25a22",1
"slc25a23",1
"slc25a25",0.924451344607707
"slc25a26",0.901900289482149
"slc25a28",0.81100594530321
"slc25a29",1
"slc25a3",1
"slc25a32",0.84421669793621
"slc25a33",0.983524460585345
"slc25a37",0.892673699015471
"slc25a38",1
"slc25a39",0.105843575418994
"slc25a40",0.816168868466399
"slc25a42",0.233901234567901
"slc25a44",0.968400468933177
"slc25a45",0.835717886572952
"slc25a46",0.177065420560748
"slc25a47",0.769025830258303
"slc25a48",0.861522340846184
"slc25a5",1
"slc25a51",0.970232774674115
"slc26a1",0.336319526627219
"slc26a11",0.716366169154229
"slc26a2",0.991896915584416
"slc26a6",0.798927710843373
"slc27a1",1
"slc27a2",0.768081081081081
"slc27a4",0.527324055666004
"slc27a5",0
"slc29a1",0.899826400262037
"slc29a3",0.903615287428932
"slc2a1",1
"slc2a2",0.961536338999754
"slc2a5",0.966955401860243
"slc2a8",0.949237218813906
"slc2a9",0.366359116022099
"slc30a1",1
"slc30a10",1
"slc30a4",0.861522340846184
"slc30a5",0.988418196994992
"slc30a6",0.949237218813906
"slc30a7",0.870491891891892
"slc30a9",1
"slc31a1",0.735118165784832
"slc31a2",1
"slc33a1",0.983742274542779
"slc34a2",1
"slc35a1",0.884238060781476
"slc35a2",0.988452712533777
"slc35a3",0.917894400928344
"slc35a4",1
"slc35a5",0.995173895742141
"slc35b1",0.968400468933177
"slc35b2",0.979175280404662
"slc35b3",1
"slc35b4",0.177065420560748
"slc35c1",0.825020217729394
"slc35c2",1
"slc35d1",0.908610767326733
"slc35d2",0.899826400262037
"slc35e1",0.970232774674115
"slc35e2",0.769025830258303
"slc35e3",1
"slc35f5",0.96672705078125
"slc35f6",1
"slc35g1",1
"slc36a1",0.979751691032075
"slc36a4",1
"slc37a3",1
"slc37a4",0.84403981042654
"slc38a10",1
"slc38a2",1
"slc38a3",0.939594332196274
"slc38a4",0.821561078794289
"slc38a6",0.805964241676942
"slc38a7",0.559170138888889
"slc38a9",0.84421669793621
"slc39a1",0.883134741442098
"slc39a10",0.769025830258303
"slc39a11",0.966955401860243
"slc39a13",0.728692307692308
"slc39a14",1
"slc39a3",0.861522340846184
"slc39a4",0.366359116022099
"slc39a6",0.669469964664311
"slc39a7",1
"slc39a8",1
"slc39a9",1
"slc3a1",1
"slc3a2",0.861522340846184
"slc40a1",0.547176895306859
"slc41a1",0.609374269005848
"slc41a2",0.857100387763895
"slc43a1",0.983524460585345
"slc44a1",0.559170138888889
"slc44a3",0.79109271054494
"slc45a3",0.988960953555281
"slc45a4",1
